,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,roll,pitch,yaw,x,y,z
12,1,58.51,319.906,0.9768700000000001,1128.94,359.004,0.606410999999999,1134.85,351.188,0.424739,1103.47,447.264,0.103105999999999,1068.2,443.297,0.224826,1121.15,366.864,0.829635,1111.34,472.641,0.805392,1031.02,451.121,0.785675,1087.8,539.224,0.460653999999999,1072.1,656.83,0.607399,1074.12,715.653,0.089671099999999,1095.63,541.26,0.576761,1087.82,658.773,0.655459,1113.27,715.669,0.07800119999999901,0.0,0.0,0.0,1066.27,306.169,0.896753999999999,0.0,0.0,0.0,1101.54,300.199,0.839612999999999,-0.028876217556580534,-0.09367372328090007,0.5739570113549186,0.20551443934301517,0.7936749553732385,1.7931049896205997
13,1,25.16,312.029,0.887178999999999,1078.05,355.171,0.719985,1064.29,351.236,0.708194,1050.58,445.225,0.219848,999.667,443.289,0.250907999999999,1089.87,364.871,0.810192999999999,1089.75,460.847,0.876190999999999,1005.55,447.275,0.799346999999999,1056.42,531.399,0.44056,1072.06,647.035,0.719923,1076.12,715.666,0.119736,1052.56,533.354,0.566601999999999,1007.47,639.213,0.724186999999999,1036.88,715.674,0.104727,1025.1,304.094,0.312982,1029.11,302.171,0.826218,0.0,0.0,0.0,1070.15,290.561,0.864599,-0.028876217556580534,-0.09367372328090007,0.5739570113549186,0.20551443934301517,0.7936749553732385,1.7931049896205997
14,1,985.945,308.15,0.836237999999999,1029.06,360.974,0.762855,1009.5,353.172,0.780268,1007.46,445.18,0.37203,962.389,449.175,0.446127999999999,1050.62,366.84,0.780783,1060.4,458.94,0.821982,976.149,458.973,0.8037700000000001,993.764,523.573,0.599669,1011.39,637.262,0.682479,1058.48,715.631,0.43193000000000004,1011.37,525.577,0.612873,980.006,639.215,0.775142,993.74,715.672,0.058654599999999,980.072,302.194,0.901521999999999,995.772,300.249,0.883768999999999,0.0,0.0,0.0,1027.11,296.332,0.845874,0.009705160040327702,-0.050993755015516576,1.6235221818200438,0.3539447344104217,0.5704738864348765,1.7991369984317156
15,1,958.543,308.163,0.857232999999999,995.7,360.969,0.822328,964.461,360.949,0.753826,962.361,439.321,0.577475,927.179,447.228,0.6920200000000001,1025.08,362.937,0.7609300000000001,1038.79,456.952,0.783372,960.454,460.883,0.811713,948.678,511.85,0.715513,927.127,611.746,0.7865700000000001,946.753,715.61,0.665138,989.808,523.519,0.67342,989.824,635.213,0.741231,989.88,715.654,0.282827999999999,948.767,302.203,0.936283,966.337,298.306,0.870953,0.0,0.0,0.0,997.663,292.396,0.850515999999999,0.009705160040327702,-0.050993755015516576,1.6235221818200438,0.3539447344104217,0.5704738864348765,1.7991369984317156
16,1,929.144,306.18,0.92356,956.575,357.068,0.799929,917.391,355.144,0.870728,907.601,431.432,0.747984,870.451,443.27,0.846262,993.785,360.96,0.790667,1009.48,445.289,0.934735,944.823,458.861,0.871787,905.638,519.628,0.649246,903.702,631.346,0.699772,915.384,715.594,0.419668,956.568,523.626,0.664752,966.328,635.226,0.712442,980.117,715.649,0.247905,917.484,298.304,0.908851,935.039,294.393,0.88046,0.0,0.0,0.0,964.33,290.527,0.899897,0.009705160040327702,-0.050993755015516576,1.6235221818200438,0.3539447344104217,0.5704738864348765,1.7991369984317156
17,1,899.645,306.131,0.928535,931.046,359.0,0.838996,889.992,358.996,0.786435999999999,884.044,429.555,0.719299,839.101,435.477,0.755289,964.417,360.978,0.784712,980.129,445.175,0.887176,917.292,451.071,0.890328999999999,886.02,509.849,0.721289,899.684,621.521,0.770142999999999,909.517,715.6,0.486282999999999,931.054,515.747,0.680130999999999,933.029,625.454,0.776982,964.437,715.641,0.426108999999999,888.036,296.366,0.831750999999999,905.647,292.473,0.846347,0.0,0.0,0.0,933.154,292.393,0.838901,0.3159936459867385,-0.04781734320664025,1.5532880407847753,0.353296747834114,0.33136848393223484,1.7874785716629487
18,1,880.17,315.887,0.822554,917.449,357.069,0.830746,885.959,357.039,0.810268,868.432,429.514,0.613111,831.146,439.343,0.611605,950.731,359.011,0.750599,966.408,441.336,0.820124,901.771,447.16,0.871827999999999,884.104,509.917,0.713492,897.807,619.591,0.787667999999999,909.539,707.762,0.511397,919.336,517.682,0.693399,921.285,619.671,0.761748,950.674,715.616,0.604845,872.283,304.197,0.805657,886.062,304.13,0.887281,0.0,0.0,0.0,917.351,296.323,0.8490800000000001,0.3159936459867385,-0.04781734320664025,1.5532880407847753,0.353296747834114,0.33136848393223484,1.7874785716629487
19,1,872.374,315.938,0.77636,915.303,353.236,0.841955999999999,880.114,355.147,0.771982,864.501,425.602,0.437145,852.69,443.224,0.334918999999999,946.746,353.185,0.824766999999999,964.31,435.427,0.855240999999999,899.803,445.263,0.866422999999999,882.081,507.934,0.705457999999999,895.826,619.521,0.783096,907.556,715.591,0.510451,917.466,509.95,0.713982,927.144,619.664,0.77163,950.695,715.624,0.579827,868.477,306.112,0.624092,882.073,304.169,0.8178700000000001,0.0,0.0,0.0,903.724,294.397,0.811188999999999,0.057756725732111935,-0.10161756440078733,1.5707726077167372,0.3225606775772003,0.2380048303340231,1.7853379088825034
20,2,868.443,310.062,0.874857999999999,905.643,353.243,0.798867999999999,874.315,355.135,0.732827,870.337,431.45,0.35859,842.926,441.329,0.411450999999999,936.946,353.144,0.784872999999999,960.468,433.512,0.841171,895.853,445.227,0.838359,882.083,507.965,0.6795300000000001,889.935,617.643,0.775135,911.477,701.902,0.514438,913.465,509.94,0.683649,911.527,617.667,0.820777,948.663,715.601,0.630367,860.587,304.127,0.843920999999999,876.26,300.266,0.830262,0.0,0.0,0.0,903.646,292.376,0.881942999999999,0.057756725732111935,-0.10161756440078733,1.5707726077167372,0.3225606775772003,0.2380048303340231,1.7853379088825034
21,2,862.548,306.228,0.874188,903.716,351.258,0.814898,884.058,353.073,0.782215,882.053,431.516,0.39275000000000004,837.06,441.312,0.420678999999999,929.149,351.21,0.816456,948.778,433.446,0.860432,884.016,445.154,0.839336,878.169,504.007,0.588047,885.991,613.674,0.412707999999999,901.707,715.613,0.160765,901.689,507.877,0.696990999999999,885.972,615.63,0.7928229999999991,933.003,715.625,0.5259400000000001,854.729,302.181,0.919188999999999,870.356,298.25,0.905843,0.0,0.0,0.0,899.65,294.336,0.828449,0.057756725732111935,-0.10161756440078733,1.5707726077167372,0.3225606775772003,0.2380048303340231,1.7853379088825034
22,2,837.117,310.043,0.904440999999999,886.08,351.243,0.8334800000000001,866.419,349.222,0.771853,872.359,431.51,0.453341999999999,829.227,445.169,0.563989,911.5,353.18,0.797947,931.066,439.323,0.847831999999999,856.614,447.194,0.773477,870.332,504.005,0.600619,893.887,607.8,0.605850999999999,905.665,696.02,0.448007,886.083,507.885,0.695085,846.843,603.908,0.676298,837.019,692.074,0.415667,836.945,304.135,0.642683,842.963,302.226,0.857534999999999,0.0,0.0,0.0,872.299,296.313,0.8848100000000001,0.029122528651449393,-0.05914112228982513,0.8152618746877774,0.4712730999965391,0.11902780545091368,1.78215546238383
23,2,792.068,311.998,0.893156,852.683,351.17,0.752807999999999,839.089,345.323,0.643367,838.993,423.68,0.396787,795.927,431.511,0.688782999999999,858.566,355.138,0.818151,872.352,445.177,0.843895,801.769,447.163,0.792578999999999,833.162,513.788,0.424803,835.098,611.74,0.211823999999999,0.0,0.0,0.0,841.012,521.576,0.587318999999999,821.295,617.643,0.444561,811.56,682.317,0.058637299999999004,799.77,304.098,0.0819025,797.904,304.064,0.8581000000000001,0.0,0.0,0.0,827.301,292.405,0.87614,0.029122528651449393,-0.05914112228982513,0.8152618746877774,0.4712730999965391,0.11902780545091368,1.78215546238383
24,1,766.506,308.045,0.889999,831.132,345.282,0.744208,839.051,337.432,0.641050999999999,809.628,425.648,0.449891,766.516,429.588,0.729951,821.335,351.206,0.864864,821.432,445.203,0.8224300000000001,756.696,445.21,0.771563,837.057,492.273,0.530220999999999,823.362,599.95,0.277466999999999,0.0,0.0,0.0,817.429,494.257,0.633892999999999,803.725,596.05,0.357744,801.772,672.5,0.059887499999999004,0.0,0.0,0.0,772.38,298.298,0.8559100000000001,0.0,0.0,0.0,797.856,290.514,0.866594,0.178012347972852,-0.09977169290450498,0.6702252405966131,0.424686189628867,-0.21427782710231813,1.7876757697887093
25,1,744.891,311.997,0.911674,805.607,341.412,0.753456999999999,811.586,335.56,0.614047,791.992,415.901,0.193181,745.016,427.574,0.278887999999999,792.047,349.24,0.836712,792.039,433.533,0.830865,731.248,435.461,0.839542,807.62,480.54,0.495731,776.264,570.633,0.337979,762.579,623.516,0.074253,790.048,484.432,0.628016,795.889,580.406,0.364931,801.743,652.899,0.111576,0.0,0.0,0.0,745.028,304.066,0.91093,0.0,0.0,0.0,774.273,292.481,0.878988999999999,0.178012347972852,-0.09977169290450498,0.6702252405966131,0.424686189628867,-0.21427782710231813,1.7876757697887093
26,1,731.255,306.195,0.932739,784.172,339.449,0.747937,792.043,335.575,0.650551,764.58,415.857,0.272885,721.481,417.825,0.500765,774.399,345.33,0.841541,774.273,429.51,0.8283900000000001,713.611,425.631,0.741066999999999,786.073,478.601,0.582168999999999,776.363,580.413,0.781743,782.164,664.666,0.426212999999999,762.591,480.51,0.658862,735.179,578.46,0.720550999999999,729.323,666.569,0.313447,0.0,0.0,0.0,735.198,298.259,0.818125,0.0,0.0,0.0,760.57,290.493,0.946298,0.178012347972852,-0.09977169290450498,0.6702252405966131,0.424686189628867,-0.21427782710231813,1.7876757697887093
27,1,701.886,304.25,0.897807999999999,756.743,347.217,0.834946,776.279,345.295,0.742458,746.915,417.807,0.153476,707.706,415.812,0.364386,735.182,349.229,0.816191,731.24,429.636,0.864113999999999,692.036,427.516,0.722318999999999,760.661,482.47,0.6572800000000001,762.618,576.46,0.747485,774.382,652.887,0.409352,727.393,482.486,0.668690999999999,701.891,570.654,0.79285,698.018,650.937,0.445951,0.0,0.0,0.0,709.634,292.495,0.833708,0.0,0.0,0.0,729.244,290.503,0.892494999999999,0.3787313576357564,-0.09575942271844001,0.2666765916989861,0.4066271671375011,-0.4949776058478683,1.806176458403504
28,1,666.537,298.288,0.869564,715.573,345.269,0.830106,743.074,343.345,0.81415,746.992,413.891,0.6054889999999991,709.71,429.564,0.0646301,693.965,347.23,0.797837999999999,684.207,425.597,0.850623999999999,646.936,421.711,0.834515,729.221,472.665,0.694665,713.643,554.967,0.954355,733.232,629.394,0.487658,694.066,474.567,0.704098999999999,684.219,560.797,0.786455999999999,707.714,637.206,0.394657,0.0,0.0,0.0,668.561,288.509,0.916611,0.0,0.0,0.0,692.104,288.493,0.862157,0.3787313576357564,-0.09575942271844001,0.2666765916989861,0.4066271671375011,-0.4949776058478683,1.806176458403504
29,1,648.913,300.275,0.882509,697.914,343.318,0.879614999999999,721.435,339.441,0.743498,701.862,411.936,0.154203999999999,0.0,0.0,0.0,678.296,349.154,0.824512999999999,668.543,423.656,0.807063,631.292,417.825,0.820889,701.865,466.789,0.652515,676.424,556.841,0.66986,676.404,627.429,0.315978,678.387,470.677,0.687402,680.262,556.875,0.773913,699.928,631.331,0.419157,0.0,0.0,0.0,650.932,290.416,0.984498,0.0,0.0,0.0,674.449,290.375,0.90019,0.04156864302012029,-0.05515521699334093,1.1364286713248442,0.38699061643593663,-0.796989930294996,1.8032298716147632
30,1,637.229,304.133,0.949152999999999,682.369,335.558,0.808659,695.906,333.525,0.659401,670.567,404.1,0.340099,633.299,413.856,0.539858,678.313,339.456,0.844455,678.356,415.757,0.847429,625.484,415.904,0.803434,682.276,458.881,0.600694,662.63,543.181,0.637780999999999,664.685,617.609,0.390646,674.448,460.896,0.736422999999999,674.46,543.157,0.687448,695.973,617.577,0.427351999999999,0.0,0.0,0.0,643.079,290.559,0.87426,0.0,0.0,0.0,664.667,288.582,0.972522,0.04156864302012029,-0.05515521699334093,1.1364286713248442,0.38699061643593663,-0.796989930294996,1.8032298716147632
31,1,633.38,306.065,0.934592,676.423,335.445,0.752427,680.263,329.658,0.602905999999999,664.646,394.282,0.376806,625.441,400.14,0.525473,672.449,337.52,0.855148999999999,676.409,406.038,0.804671999999999,621.617,409.974,0.816174,676.397,455.002,0.589414,666.69,541.171,0.7591600000000001,680.371,615.693,0.410856,664.599,456.967,0.710943,635.257,541.139,0.900891,658.767,617.682,0.490608,633.165,296.346,0.117050999999999,635.307,294.421,0.873467999999999,0.0,0.0,0.0,660.744,290.364,0.911976,0.04156864302012029,-0.05515521699334093,1.1364286713248442,0.38699061643593663,-0.796989930294996,1.8032298716147632
32,1,619.598,308.092,0.938565,662.719,335.524,0.705311999999999,652.944,335.47,0.63051,650.9,400.177,0.236245999999999,617.583,406.041,0.279495,666.526,337.492,0.895686,666.684,404.053,0.858421999999999,617.621,411.951,0.890425999999999,654.891,458.892,0.581761,664.641,537.232,0.678931,680.263,603.936,0.409317999999999,650.941,460.811,0.756186999999999,623.516,539.282,0.833140999999999,627.4,617.619,0.517664999999999,0.0,0.0,0.0,621.51,302.147,0.877448999999999,0.0,0.0,0.0,645.044,290.501,0.904175,0.2682849845423586,-0.01464426905040768,1.3082239778814717,0.46424735913755855,-1.0053324701049815,1.7781299683259655
33,2,599.992,306.056,0.914306,639.167,335.522,0.786357,633.295,335.42,0.785929,621.574,388.426,0.470914,586.332,396.231,0.656192,648.874,337.544,0.864578,650.951,408.02,0.845363,599.94,409.935,0.837212,623.48,449.18,0.589071,635.2,525.603,0.473178,645.012,574.519,0.155174,633.23,453.069,0.7056300000000001,617.619,539.195,0.537335999999999,617.571,558.949,0.051167,598.039,294.406,0.10587099999999901,602.005,296.368,0.895296,0.0,0.0,0.0,625.454,290.47,0.922867,0.2682849845423586,-0.01464426905040768,1.3082239778814717,0.46424735913755855,-1.0053324701049815,1.7781299683259655
34,2,586.185,306.176,0.8951209999999991,623.546,335.567,0.742644,619.642,335.449,0.656118,605.943,392.348,0.427428,572.65,398.116,0.584979,627.4,339.44,0.821924,627.424,411.922,0.814178,576.454,404.062,0.793863,603.964,453.054,0.644591,594.135,531.446,0.612309,588.284,605.889,0.270393999999999,619.529,456.973,0.751143999999999,619.657,541.172,0.741128999999999,625.493,615.677,0.5231100000000001,584.285,300.245,0.0647828,586.324,302.133,0.885956,0.0,0.0,0.0,609.783,292.399,0.81781,0.19177151148461852,-0.043866027881307806,0.9291978496182359,0.47500668755852404,-1.3338919978156867,1.7827774530753293
35,1,556.991,304.248,0.932881,605.857,333.567,0.759122,615.617,327.645,0.599275999999999,590.183,390.384,0.288051,554.893,398.18,0.336184,602.03,337.504,0.87543,596.06,404.063,0.814596,545.156,402.124,0.866594,598.028,449.154,0.524513999999999,582.342,527.547,0.555709,572.605,599.973,0.203515,601.958,453.034,0.736074999999999,607.797,539.257,0.675034999999999,617.65,607.846,0.336425,0.0,0.0,0.0,560.858,294.396,0.815242999999999,0.0,0.0,0.0,584.35,292.414,0.8531200000000001,0.19177151148461852,-0.043866027881307806,0.9291978496182359,0.47500668755852404,-1.3338919978156867,1.7827774530753293
36,1,537.325,304.12,0.836776,582.374,329.605,0.760734999999999,590.198,323.746,0.711635999999999,572.599,396.171,0.193996,525.573,390.342,0.306832999999999,572.53,333.579,0.890498999999999,564.727,398.228,0.849345,521.637,396.216,0.821558,586.23,445.242,0.697548,572.614,527.532,0.781300999999999,572.58,599.975,0.258702,568.609,447.119,0.742714,543.167,525.639,0.827484999999999,556.861,598.012,0.270076,0.0,0.0,0.0,539.269,292.405,0.834417,0.0,0.0,0.0,556.876,290.417,0.9650900000000001,0.19177151148461852,-0.043866027881307806,0.9291978496182359,0.47500668755852404,-1.3338919978156867,1.7827774530753293
37,2,498.162,306.034,0.923308999999999,552.955,335.504,0.907366,570.576,331.582,0.79649,578.445,388.405,0.216206999999999,0.0,0.0,0.0,535.327,337.535,0.85977,527.547,406.035,0.835557999999999,490.304,400.268,0.775543,562.773,447.145,0.728094,562.773,525.553,0.814553,574.551,596.076,0.336356999999999,537.254,447.253,0.716256,507.879,523.565,0.900126,496.219,598.045,0.623603,0.0,0.0,0.0,504.016,294.424,0.829843,0.0,0.0,0.0,525.466,292.377,0.9059400000000001,0.0336583588704508,-0.008129970102039235,0.7788675373168793,0.5757902080623994,-1.7380411078984226,1.7879892621428017
38,2,460.87,304.099,0.637531,505.98,335.417,0.897818,525.568,329.65,0.834781999999999,539.289,384.588,0.675052,0.0,0.0,0.0,480.55,337.394,0.848521,478.586,400.201,0.875830999999999,447.171,400.167,0.828446,521.573,437.41,0.703708,509.951,509.887,0.910490999999999,535.323,574.51,0.612012,490.266,441.309,0.705515,482.479,521.562,0.785055,494.265,588.292,0.659507,0.0,0.0,0.0,460.903,292.425,0.679362999999999,0.0,0.0,0.0,476.53,290.485,0.907802999999999,0.0336583588704508,-0.008129970102039235,0.7788675373168793,0.5757902080623994,-1.7380411078984226,1.7879892621428017
39,2,437.402,304.08,0.773469,478.566,327.705,0.850024,500.086,321.848,0.766486999999999,478.501,384.532,0.0911927,0.0,0.0,0.0,460.873,335.418,0.871045,451.12,398.097,0.861827,415.809,396.178,0.759057,494.266,431.5,0.727656,478.555,509.83,0.550241,482.428,572.598,0.241078,468.752,435.42,0.680041,468.702,509.892,0.617269,482.439,576.486,0.299331,0.0,0.0,0.0,441.26,292.381,0.790789,0.0,0.0,0.0,457.003,290.48,0.870239,-0.044548725215975464,-0.08493506008597683,0.8246563158494721,0.519507192126662,-2.2214009945003244,1.7975866741002087
