,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,roll,pitch,yaw,x,y,z
13,1,32.84,353.221,0.0965129,1179.88,402.169,0.81847,1213.16,404.066,0.827245,1199.47,474.636,0.16591,0.0,0.0,0.0,1146.55,404.1,0.756436,1128.96,482.477,0.765177999999999,1070.16,456.957,0.787106,1183.8,545.128,0.665167,1134.89,633.285,0.804527999999999,1136.82,715.626,0.473715999999999,1136.86,545.131,0.638838,1109.4,637.201,0.823506,1174.03,715.629,0.539393999999999,0.0,0.0,0.0,1134.75,347.247,0.153797,1185.82,347.294,0.220764,1148.56,351.128,0.604443,-0.48272464366751067,0.06010803520144946,0.04202256123961761,-0.3535792679911696,-0.23022099331478013,1.639171185208491
14,1,0.0,0.0,0.0,1132.86,394.242,0.819288,1166.1,392.294,0.829673999999999,1150.52,456.984,0.110942,0.0,0.0,0.0,1101.5,396.197,0.781184,1089.73,466.762,0.74321,1030.99,447.137,0.871586,1142.68,529.46,0.65022,1125.08,625.439,0.794794999999999,1136.83,715.633,0.577396,1091.72,529.46,0.633042,1046.69,613.701,0.7831600000000001,1060.39,715.618,0.705105,0.0,0.0,0.0,1089.74,335.532,0.0570014,1136.91,337.409,0.308263,1105.41,337.497,0.62255,-0.48272464366751067,0.06010803520144946,0.04202256123961761,-0.3535792679911696,-0.23022099331478013,1.639171185208491
15,1,89.76,339.463,0.0582045,1132.87,392.356,0.818813,1166.11,392.292,0.829737,1150.56,456.945,0.107306,0.0,0.0,0.0,1101.5,396.187,0.780214,1087.79,464.888,0.743626999999999,1030.98,447.133,0.872427,1142.66,529.446,0.654048,1125.07,623.544,0.792451999999999,1136.83,715.633,0.571214,1089.86,529.439,0.631481,1046.7,613.691,0.785242,1060.38,715.617,0.700739,0.0,0.0,0.0,1091.73,333.566,0.0914741,1138.72,337.421,0.260233,1105.5,337.458,0.629141,-0.48272464366751067,0.06010803520144946,0.04202256123961761,-0.3535792679911696,-0.23022099331478013,1.639171185208491
16,1,0.0,0.0,0.0,1046.71,394.251,0.813697,1081.95,392.321,0.812676,1074.12,454.99,0.301998,0.0,0.0,0.0,1015.35,396.169,0.7923,1007.47,462.869,0.822101,962.397,445.218,0.840048999999999,1064.28,513.795,0.654664999999999,1062.4,609.762,0.797377999999999,1119.21,715.59,0.701576,1013.43,515.758,0.63534,980.022,602.001,0.892617999999999,981.991,695.952,0.807739,0.0,0.0,0.0,0.0,0.0,0.0,1058.51,339.423,0.496631,1021.17,341.424,0.601924,-0.48272464366751067,0.06010803520144946,0.04202256123961761,-0.3535792679911696,-0.23022099331478013,1.639171185208491
17,1,0.0,0.0,0.0,1005.49,382.469,0.853579,1036.87,382.474,0.854769,1034.89,445.158,0.572527,0.0,0.0,0.0,974.185,382.48,0.8389800000000001,952.648,447.191,0.839028,915.456,429.451,0.867849,1021.22,507.845,0.679029,991.833,584.326,0.876954,1025.09,666.611,0.806060999999999,978.138,507.954,0.695797,964.491,596.099,0.771755,982.03,694.013,0.776817,0.0,0.0,0.0,0.0,0.0,0.0,1013.39,333.528,0.480902999999999,978.03,335.445,0.654783999999999,-0.32004719751400673,0.039856894185605424,0.787748510376555,-0.3379249925496554,-1.0836138001327749,1.642371760993306
18,1,0.0,0.0,0.0,1005.5,382.467,0.853078,1036.89,382.477,0.855201,1034.92,445.17,0.530709,0.0,0.0,0.0,974.209,382.476,0.8420200000000001,954.562,447.161,0.834155,915.454,429.449,0.868900999999999,1023.1,505.956,0.675601999999999,991.831,584.315,0.869548999999999,1025.08,666.6,0.8077200000000001,978.161,507.934,0.69189,966.33,596.093,0.754876,982.011,694.006,0.771857999999999,0.0,0.0,0.0,0.0,0.0,0.0,1013.39,333.524,0.49238000000000004,978.024,335.428,0.65432,-0.32004719751400673,0.039856894185605424,0.787748510376555,-0.3379249925496554,-1.0836138001327749,1.642371760993306
19,1,950.73,335.406,0.528447,948.76,382.451,0.888621,978.096,382.456,0.815175,970.264,437.405,0.257349,0.0,0.0,0.0,925.193,382.521,0.760664999999999,909.555,445.202,0.772027999999999,872.359,431.471,0.752574,958.487,494.261,0.622487999999999,917.38,574.565,0.783088999999999,897.741,648.885,0.853491999999999,931.063,496.173,0.693186,935.069,586.261,0.747024999999999,978.173,684.228,0.802527,946.719,323.801,0.542582999999999,956.587,323.774,0.559176999999999,931.114,333.528,0.530365,960.51,331.616,0.245967,-0.32004719751400673,0.039856894185605424,0.787748510376555,-0.3379249925496554,-1.0836138001327749,1.642371760993306
20,1,884.046,337.404,0.11240699999999901,917.337,376.645,0.8696400000000001,940.858,374.721,0.774619,929.139,429.595,0.461312,870.323,425.606,0.097885699999999,895.828,380.529,0.785006,886.041,439.377,0.752556,844.857,425.584,0.778702999999999,919.403,490.229,0.693859,897.728,568.583,0.813184,891.928,646.999,0.822441,891.881,490.222,0.680433,878.209,570.596,0.862622,933.029,635.334,0.818859,0.0,0.0,0.0,886.024,331.558,0.150784,931.029,331.576,0.206893,897.728,333.514,0.596668,-0.32004719751400673,0.039856894185605424,0.787748510376555,-0.3379249925496554,-1.0836138001327749,1.642371760993306
21,1,884.069,337.406,0.0967715,917.342,376.668,0.868521,940.874,376.635,0.775034999999999,930.975,429.584,0.46031299999999903,870.33,425.578,0.0902582,895.827,380.541,0.781937999999999,886.01,437.412,0.762378,842.945,423.696,0.785192999999999,921.274,490.272,0.705529,897.735,568.616,0.817550999999999,891.923,647.002,0.823067999999999,891.882,490.282,0.693082,878.222,570.603,0.862972,933.036,635.341,0.818419,0.0,0.0,0.0,886.024,331.583,0.133521,931.024,331.564,0.214221,895.844,333.514,0.592843999999999,-0.3326104394228289,-0.007392159206714857,0.7451982368416883,0.01643477302773149,-1.7334030671096965,1.6344753923304298
22,1,835.119,337.407,0.191677,868.29,370.824,0.875525,887.969,370.826,0.838913999999999,882.094,427.6,0.272767,0.0,0.0,0.0,839.107,372.756,0.818407,837.082,431.445,0.838791,799.86,417.805,0.763643,880.174,476.586,0.751292,882.047,556.927,0.858157,889.991,639.221,0.792256,839.065,476.589,0.742456999999999,807.693,539.322,0.919755,801.783,617.559,0.752421999999999,0.0,0.0,0.0,838.929,333.476,0.246288999999999,878.197,331.575,0.18418,848.788,333.493,0.664426,-0.3326104394228289,-0.007392159206714857,0.7451982368416883,0.01643477302773149,-1.7334030671096965,1.6344753923304298
